date,value
2024-05-06,1064.47
2024-05-07,1048.49
2024-05-08,1038.77
2024-05-09,1046.02
2024-05-10,1035.73
2024-05-13,1034.89
2024-05-14,1041.65
2024-05-15,1050.33
2024-05-16,1062.25
2024-05-17,1071.12
2024-05-20,1106.22
2024-05-21,1170.28
2024-05-22,1230.6
2024-05-23,1234.4
2024-05-24,1205.73
2024-05-27,1228.18
2024-05-28,1200.9
2024-05-29,1177.14
2024-05-30,1182.71
2024-05-31,1215.93
2024-06-03,1269.91
2024-06-04,1280.8
2024-06-05,1283.09
2024-06-06,1272.01
2024-06-07,1282.33
2024-06-10,1272.63
2024-06-11,1273.9
2024-06-12,1278.94
2024-06-13,1241.1
2024-06-14,1244.64
2024-06-17,1244.64
2024-06-18,1245.49
2024-06-19,1273.81
2024-06-20,1273.81
2024-06-21,1273.81
2024-06-24,1295.22
2024-06-25,1308.99
2024-06-26,1332.13
2024-06-27,1331.96
2024-06-28,1347.96
2024-07-01,1413.01
2024-07-02,1428.46
2024-07-03,1382.5
2024-07-04,1395.68
2024-07-05,1396.24
2024-07-08,1386.86
2024-07-09,1386.86
2024-07-10,1377.39
2024-07-11,1403.33
2024-07-12,1416.22
2024-07-15,1307.54
2024-07-16,1278.94
2024-07-17,1300.0
2024-07-18,1315.29
2024-07-19,1331.7
2024-07-22,1333.37
2024-07-23,1324.96
2024-07-24,1337.51
2024-07-25,1332.77
2024-07-26,1323.15
2024-07-29,1296.57
2024-07-30,1267.95
2024-07-31,1293.33
2024-08-01,1300.14
2024-08-02,1334.04
2024-08-05,1346.09
2024-08-06,1336.4
2024-08-07,1331.95
2024-08-08,1310.45
2024-08-09,1298.27
2024-08-12,1284.35
2024-08-13,1272.49
2024-08-14,1268.81
2024-08-15,1276.21
2024-08-16,1295.3
2024-08-19,1290.1
2024-08-20,1287.82
2024-08-21,1291.75
2024-08-22,1283.23
2024-08-23,1282.7
2024-08-26,1288.25
2024-08-27,1286.19
2024-08-28,1282.19
2024-08-29,1271.33
2024-08-30,1279.96
2024-09-02,1285.01
2024-09-03,1294.46
2024-09-04,1279.84
2024-09-05,1258.82
2024-09-06,1243.87
2024-09-09,1226.42
2024-09-10,1230.44
2024-09-11,1230.16
2024-09-12,1239.48
2024-09-13,1226.53
2024-09-16,1215.72
2024-09-17,1214.04
2024-09-18,1206.72
2024-09-19,1197.74
2024-09-20,1200.1
2024-09-23,1204.57
2024-09-24,1202.13
2024-09-25,1209.79
2024-09-26,1210.95
2024-09-27,1207.75
2024-09-30,1215.03
2024-10-01,1220.07
2024-10-02,1207.51
2024-10-03,1191.74
2024-10-04,1187.52
2024-10-07,1184.07
2024-10-08,1169.54
2024-10-09,1147.4
2024-10-10,1134.84
2024-10-11,1134.84
2024-10-14,1143.88
2024-10-15,1139.91
2024-10-16,1159.89
2024-10-17,1159.6
2024-10-18,1159.05
2024-10-21,1167.91
2024-10-22,1161.97
2024-10-23,1161.99
2024-10-24,1160.0
2024-10-25,1141.81
2024-10-28,1134.18
2024-10-29,1138.18
2024-10-30,1138.32
2024-10-31,1131.46
2024-11-01,1146.17
2024-11-04,1151.54
2024-11-05,1153.5
2024-11-06,1145.69
2024-11-07,1135.99
2024-11-08,1130.2
2024-11-11,1131.23
2024-11-12,1124.4
2024-11-13,1121.11
2024-11-14,1105.75
2024-11-15,1096.02
2024-11-18,1096.02
2024-11-19,1075.12
2024-11-20,1074.86
2024-11-21,1078.95
2024-11-22,1080.4
2024-11-25,1077.58
2024-11-26,1076.12
2024-11-27,1074.61
2024-11-28,1075.15
2024-11-29,1075.76
2024-12-02,1068.89
2024-12-03,1075.65
2024-12-04,1076.34
2024-12-05,1062.16
2024-12-06,1049.33
2024-12-09,1049.31
2024-12-10,1060.52
2024-12-11,1057.72
2024-12-12,1058.21
2024-12-13,1073.08
2024-12-16,1100.27
2024-12-17,1145.26
2024-12-18,1131.22
2024-12-19,1131.19
2024-12-20,1142.2
2024-12-23,1162.3
2024-12-24,1160.97
2024-12-25,1160.97
2024-12-26,1170.89
2024-12-27,1170.56
2024-12-30,1170.41
2024-12-31,1170.41
2025-01-01,1170.41
2025-01-02,1162.12
2025-01-03,1165.88
2025-01-06,1165.09
2025-01-07,1164.37
2025-01-08,1164.72
2025-01-09,1164.19
2025-01-10,1164.01
2025-01-13,1163.21
2025-01-14,1162.93
2025-01-15,1164.05
2025-01-16,1166.03
2025-01-17,1165.84
2025-01-20,1165.9
2025-01-21,1167.61
2025-01-22,1172.67
2025-01-23,1167.35
2025-01-24,1155.75
2025-01-27,1162.22
2025-01-28,1161.38
2025-01-29,1163.36
2025-01-30,1164.89
2025-01-31,1164.79
2025-02-03,1178.82
2025-02-04,1188.0
2025-02-05,1191.94
2025-02-06,1189.03
2025-02-07,1194.47
2025-02-10,1184.07
2025-02-11,1180.85
2025-02-12,1186.35
2025-02-13,1187.89
2025-02-14,1183.88
2025-02-17,1210.09
2025-02-18,1203.16
2025-02-19,1201.86
2025-02-20,1206.06
2025-02-21,1205.88
2025-02-24,1207.48
2025-02-25,1211.96
2025-02-26,1211.56
2025-02-27,1215.29
2025-02-28,1228.48
2025-03-03,1228.48
2025-03-04,1228.48
2025-03-05,1235.31
2025-03-06,1237.86
2025-03-07,1221.93
2025-03-10,1228.92
2025-03-11,1230.38
2025-03-12,1229.34
2025-03-13,1233.55
2025-03-14,1237.78
2025-03-17,1250.59
2025-03-18,1299.32
2025-03-19,1286.38
2025-03-20,1287.59
2025-03-21,1287.22
2025-03-24,1287.22
2025-03-25,1294.3
2025-03-26,1295.63
2025-03-27,1292.29
2025-03-28,1302.44
2025-03-31,1313.97
2025-04-01,1314.47
2025-04-02,1314.47
2025-04-03,1319.42
2025-04-04,1340.44
2025-04-07,1370.35
2025-04-08,1376.58
2025-04-09,1341.72
2025-04-10,1364.01
2025-04-11,1333.33
2025-04-14,1253.4
2025-04-15,1237.9
2025-04-16,1165.93
2025-04-17,1165.93
2025-04-18,1165.93
2025-04-21,1122.08
2025-04-22,1140.38
2025-04-23,1168.0
2025-04-24,1186.53
2025-04-25,1184.24
2025-04-28,1176.55
2025-04-29,1173.15
2025-04-30,1183.37
2025-05-01,1183.37
2025-05-02,1183.37
2025-05-05,1202.92
2025-05-06,1199.61
2025-05-07,1156.07
2025-05-08,1143.32
2025-05-09,1144.11
2025-05-12,1141.2
2025-05-13,1140.92
2025-05-14,1140.92
2025-05-15,1140.92
2025-05-16,1155.12
2025-05-19,1148.77
2025-05-20,1153.33
2025-05-21,1148.8
2025-05-22,1143.49
2025-05-23,1143.32
2025-05-26,1145.42
2025-05-27,1161.3
2025-05-28,1164.8
2025-05-29,1181.9
2025-05-30,1191.72
2025-06-02,1183.78
2025-06-03,1189.67
2025-06-04,1193.22
2025-06-05,1192.38
2025-06-06,1192.4
2025-06-09,1192.16
2025-06-10,1189.44
2025-06-11,1186.93
2025-06-12,1186.51
2025-06-13,1191.74
2025-06-16,1191.06
2025-06-17,1190.22
2025-06-18,1167.07
2025-06-19,1174.03
2025-06-20,1174.03
2025-06-23,1185.15
2025-06-24,1184.49
2025-06-25,1196.43
2025-06-26,1199.28
2025-06-27,1197.54
2025-06-30,1211.1
2025-07-01,1232.83
